id,direccion
2260,Richard Donner
2261,Phil Lord
2261,Christopher Miller
2262,Michael Mann
2263,Andrei Konchalovsky
2264,Shane Black
2265,Brett Ratner
2266,Antoine Fuqua
2267,Todd Phillips
2268,Baltasar Kormákur
2269,David Ayer
2270,Phil Lord
2270,Christopher Miller
2271,Keenen Ivory Wayans
2272,Tony Scott
2273,Les Mayfield
2274,Howard Hawks
2275,Roger Spottiswoode
2276,Walter Hill
2277,Brett Ratner
2278,John Michael McDonagh
2279,Roland Emmerich
2280,Jon Avnet
2281,Kelly Asbury
2281,Lorna Cook
2282,Sam Wood
2283,John Huston
2284,Chloé Zhao
2285,Randall Wallace
2286,Frederik Du Chau
2287,David Miller
2288,Eadweard Muybridge
2289,Andrew Haigh
2290,John Gatins
2291,Laure de Clermont-Tonnerre
2292,Edgar Neville
2293,Carroll Ballard
2294,William Hanna
2294,Joseph Barbera
2295,Sidney Lumet
2296,Alberto Vázquez
2297,Clio Barnard
2298,David Milch
2298,Michael Mann
2298,Allen Coulter
2299,Karinda Parkinson
2300,King Vidor
2301,Sidney J. Furie
2302,Benedikt Erlingsson
2303,Michael Mayer
2304,Caroline Thompson
2305,Christian Duguay
2306,Clarence Brown
2307,Albert Lamorisse
2308,Yorgos Lanthimos
2309,Tian Zhuangzhuang
2310,Raphael Bob-Waksberg
2311,George T. Miller
2312,Simon Wincer
2313,Jason Steele
2314,Michael Damian
2315,Arthur Davis
2315,Oscar Dufau
2315,Don Lusk
2316,Zoltán Huszárik
2317,Ashley Avis
2318,Louis Lumière
2319,Sonia Chernus
2319,Walter Brooks
2319,Arthur Lubin
2320,Jayson Thiessen
2321,Manuel García Ferré
2322,Alex Ranarivelo
2323,Conor Allyn
2324,Louis Lumière
2325,Louis J. Gasnier
2326,Kevin Reynolds
2327,Randall Wallace
2328,Steven Spielberg
2329,Jean-Paul Rappeneau
2330,Ridley Scott
2331,Agustín Díaz Yanes
2332,Martin Campbell
2333,Claudio Biern Boyd
2333,Luis Ballester Bustos
2333,Shigeo Koshi
2334,Michael Curtiz
2334,William Keighley
2335,Jerry Zucker
2336,Martin Campbell
2337,Richard Thorpe
2338,Guy Ritchie
2339,George Sidney
2340,Stephen Herek
2341,Richard Lester
2342,Paul W.S. Anderson
2343,Lasse Hallström
2344,Ridley Scott
2345,Daniel Écija
2345,Ernesto Pozuelo
2345,Carmen Ortiz
2346,Jonathan English
2347,Richard Thorpe
2348,Antonio Hernández
2349,Christopher Smith
2350,George Sidney
2351,Peter Hyams
2352,Otto Bathurst
2353,Fernando Fernán Gómez
2354,Antonio Hernández
2355,John Irvin
2356,Pedro Olea
2357,José Ramón Ayerra
2358,Carlos Portela
2358,Jorge Saavedra
2358,Jorge Coira
2359,José Velasco
2359,Luis Arranz
2359,Adolfo Martínez Pérez
2360,Richard Thorpe
2361,Richard Lester
2362,Henry King
2363,Richard Lester
2364,Michael Gordon
2365,Stanley Kubrick
2366,Ivan Reitman
2367,J.A. Bayona
2368,Tim Burton
2369,Takashi Shimizu
2370,Brad Silberling
2371,Robert Zemeckis
2372,Oren Peli
2373,James Wan
2374,Tobe Hooper
2375,Ryan Murphy
2375,Brad Falchuk
2375,Alfonso Gomez-Rejon
2376,Keenen Ivory Wayans
2377,Mikael Håfström
2378,Peter Medak
2379,Guillermo del Toro
2380,Sam Raimi
2381,Guillermo del Toro
2382,Fede Álvarez
2383,Peter Jackson
2384,Jan de Bont
2385,Mike Flanagan
2385,Mike Flanagan
2386,Steve Beck
2387,Gil Kenan
2388,Robin Budd
2388,Alan Bunce
2388,John Halfpenny
2389,David Koepp
2390,Sam Raimi
2391,Jaume Balagueró
2392,Rob Minkoff
2393,James Wan
2394,Tod Williams
2395,Andrew Douglas
2396,Takashi Shimizu
2397,David Lowery
2398,Jim Sheridan
2399,Henry Joost
2399,Ariel Schulman
2400,Jack Clayton
2401,William Malone
2402,Álex de la Iglesia
2403,Brad Anderson
2404,Oxide Pang
2404,Danny Pang
2405,Albert Pintó
2406,Troy Nixey
2407,Henry Joost
2407,Ariel Schulman
2408,Nick Murphy
2409,Gil Kenan
2410,Michael Bay
2411,Roland Emmerich
2412,Roland Emmerich
2413,Clint Eastwood
2414,Matt Reeves
2415,Frank Marshall
2416,Mimi Leder
2417,Alex Proyas
2418,Jan de Bont
2419,Rob Cohen
2420,Tony Scott
2421,Phil Lord
2421,Christopher Miller
2422,Brad Peyton
2423,Roger Donaldson
2424,Mick Jackson
2425,Jon Amiel
2426,Robert Wise
2427,Anthony C. Ferrante
2428,J Blakeson
2429,Peter Berg
2430,Byron Haskin
2431,Ric Roman Waugh
2432,Alexandre Aja
2433,Rawson Marshall Thurber
2434,Dean Devlin
2435,François Alaux
2435,Herve de Crecy
2435,Ludovic Houplain
2436,Mikael Salomon
2437,Steven Quale
2438,F. Javier Gutiérrez
2439,Patrick Jean
2440,James Bridges
2441,Craig Gillespie
2442,Anthony C. Ferrante
2443,Michael Haneke
2444,Hideaki Anno
2444,Shinji Higuchi
2445,Luis García Berlanga
2446,Sydney Pollack
2447,Fabián Bielinsky
2448,Jean Renoir
2449,Carlos Saura
2450,Robert J. Flaherty
2451,José Luis Borau
2452,Roger Allers
2452,Jill Culton
2452,Anthony Stacchi
2453,Jalmari Helander
2454,Daniel Nettheim
2455,Matt Palmer
2456,Andrew Marton
2456,Compton Bennett
2457,Manolo Caro
2457,Manolo Caro
2458,Vincente Minnelli
2459,Irving Pichel
2459,Ernest B. Schoedsack
2460,Nicolas Vanier
2461,David Silverman
2462,Dmitry Vasyukov
2462,Werner Herzog
2463,Peter Hunt
2464,Christopher Denham
2465,Chuck Jones
2466,Ernest R. Dickerson
2467,Chuck Jones
2468,Patrik Syversen
2469,Richard Brooks
2470,Lu Chuan
2471,Jalmari Helander
2472,Chuck Jones
2473,Olivier Afonso
2474,Andrew Prendergast
2475,David Hand
2476,Ulrich Seidl
2477,Park Hoon-jung
2478,Friz Freleng
2479,Gerry Chiniquy
2480,Jack Hannah
2481,Jody Hill
2482,Dylan Vanwormer
2482,Logan Scelina
2483,Alex Smith
2483,Andrew J. Smith
2484,Sidney Hayers
2485,Mike Nichols
2486,Icíar Bollaín
2487,Charles Vidor
2488,Cameron Crowe
2489,Adrian Lyne
2490,Andrés Baiz
2491,Roman Polanski
2492,Adrian Lyne
2493,Joseph Ruben
2494,Pedro Almodóvar
2495,Vicente Aranda
2496,Nicolas Winding Refn
2497,McG
2498,Jacques Tourneur
2499,Carles Torras
2500,Otto Preminger
2501,Giuseppe Tornatore
2502,Luis Buñuel
2503,Billy Wilder
2504,Jean-Luc Godard
2505,Michael Cristofer
2506,Xavier Dolan
2507,Luis Buñuel
2508,Robert Benton
2509,Henry Hathaway
2510,Don Siegel
2511,Roberto Rossellini
2512,Fritz Lang
2513,René Clément
2514,Steve Shill
2515,Javier Balaguer
2516,Éric Rohmer
2517,Neil Jordan
2518,Richard Linklater
2519,Erich von Stroheim
2520,Rupert Julian
2521,Joseph L. Mankiewicz
2522,Bigas Luna
2523,Kathryn Bigelow
2524,Vicente Aranda
2525,John M. Stahl
2526,James Foley
2527,Rob Cohen
2528,Laetitia Colombani
2529,Sylvain Chomet
2530,David Koepp
2531,Brian Trenchard-Smith
2532,Stephen Frears
2533,Alex Gibney
2534,José Larraza
2534,Marc Pons
2535,Thomas Michael Donnelly
2536,Peter Yates
2537,Mario Camus
2538,Philippe Harel
2539,Jake Szymanski
2540,Thomas Edison
2541,Alex Holmes
2542,John Badham
2543,Jorge Manzanal
2544,Kitarô Kôsaka
2545,Jean-Christophe Rosé
2546,Douglas Mackinnon
2547,Louis Malle
2548,Marina Zenovich
2549,Terry Moews
2550,Fredrik Gertten
2551,James Erskine
2552,Ian Bonhôte
2553,
2554,Bas Devos
2555,Gonzalo Martín
2555,Ángel Sánchez
2556,Felix Starck
2557,Carlos de Andrés
2558,Mohsen Makhmalbaf
2559,Arunas Matelis
2560,Javier Colinas
2561,Osamu Nabeshima
2562,Louis Lumière
2563,Patricio Valladares
2564,José Larraza
2565,Jeremy Grant
2566,Ander Agudo
2566,Josep Badell
2566,Luis Comajuan
2567,Hal Needham
2568,Juan Bautista Stagnaro
2569,Adam Sedlák
2570,Félix Oliver
2571,Derek Frankowski
2571,Ryan Gibb
2572,Alberto Gorritiberea
2573,Juan Carlevaris
2574,Méryl Fortunat-Rossi
2574,Valéry Rosier
2575,Paola García Costas
2576,Manuel Arranz
2577,Juan Rayos
2578,Giuseppe Tornatore
2579,David Lynch
2580,Damien Chazelle
2581,Billy Wilder
2582,Blake Edwards
2583,Ben Stiller
2584,Merian C. Cooper
2584,Ernest B. Schoedsack
2585,Icíar Bollaín
2586,Pedro Almodóvar
2587,Federico Fellini
2588,Kevin Smith
2589,Martin McDonagh
2590,James Franco
2591,Federico Fellini
2592,Woody Allen
2593,Kevin Smith
2594,Michel Gondry
2595,Emir Kusturica
2596,John Lee Hancock
2597,Wes Craven
2598,Álex de la Iglesia
2599,Leos Carax
2600,Barry Sonnenfeld
2601,Doug Ellin
2601,Julian Farino
2601,Mark Mylod
2602,Herbert Ross
2603,Woody Allen
2604,Vincente Minnelli
2605,Simon Curtis
2606,Peter Jackson
2607,Peter Jackson
2608,Peter Jackson
2609,Barry Cook
2609,Tony Bancroft
2610,Edward Zwick
2611,Victor Fleming
2611,George Cukor
2611,Sam Wood
2612,Ridley Scott
2613,Anthony Minghella
2614,Roland Emmerich
2615,Baz Luhrmann
2616,Rupert Sanders
2617,David Lean
2618,Mike Newell
2619,Tom Tykwer
2619,Lilly Wachowski
2619,Lana Wachowski
2620,Akira Kurosawa
2621,George Stevens
2622,Robert Zemeckis
2623,John McTiernan
2624,Duncan Jones
2625,Joseph Vilsmaier
2626,Philipp Stölzl
2627,Ken Annakin
2627,Andrew Marton
2627,Bernhard Wicki
2628,Luis Buñuel
2629,David Lynch
2630,Chris Marker
2631,Iván Zulueta
2632,Gaspar Noé
2633,Luis Buñuel
2634,Jean-Luc Godard
2635,Jaime Rosales
2636,Gus Van Sant
2637,Andrei Tarkovsky
2638,Jean-Luc Godard
2639,Dziga Vertov
2640,Gus Van Sant
2641,Nicolas Winding Refn
2642,Harmony Korine
2643,Godfrey Reggio
2644,Alain Resnais
2645,Shane Carruth
2646,Blu
2647,Martin Scorsese
2648,Shinya Tsukamoto
2649,Jean-Luc Godard
2650,Chris Marker
2651,Maya Deren
2651,Alexander Hammid
2652,Peter Chung
2653,Don Hertzfeldt
2654,Richard Linklater
2655,José Luis Guerín
2656,Alain Resnais
2657,Jean-Luc Godard
2658,Jan Švankmajer
2659,Vera Chytilová
2660,Nuria Giménez Lorang
2661,E. Elias Merhige
2662,David Lynch
2663,Roy Andersson
2664,David Lynch
2665,Forugh Farrokhzad
2666,Jean-Luc Godard
2667,Godfrey Reggio
2668,Sergei Parajanov
2669,David Lynch
2670,Jean-Luc Godard
2670,Jean-Pierre Gorin
2670,Groupe Dziga Vertov
2671,Jean-Luc Godard
2672,Ferenc Rófusz
2673,José Val del Omar
2674,Carlos Reygadas
2675,Apichatpong Weerasethakul
2676,Pete Docter
2676,Lee Unkrich
2676,David Silverman
2677,Andrew Stanton
2678,Chris Columbus
2679,John Musker
2679,Ron Clements
2680,Joe Johnston
2681,Brad Bird
2682,Wolfgang Petersen
2683,Brad Bird
2684,Penny Marshall
2685,John Lasseter
2685,Andrew Stanton
2686,Chris Columbus
2687,Ben Sharpsteen
2688,John Lasseter
2689,Robert Zemeckis
2690,Joe Johnston
2691,Andrew Adamson
2692,Victor Fleming
2693,Robert Zemeckis
2694,Frank Capra
2695,Lee Unkrich
2695,Adrián Molina
2696,Tom Shadyac
2697,Chris Williams
2697,Don Hall
2698,Shawn Levy
2699,Danny DeVito
2700,Richard Linklater
2701,Harold Ramis
2702,James Algar
2702,Samuel Armstrong
2702,Ford Beebe Jr.
2703,Christopher Nolan
2704,Quentin Tarantino
2705,Darren Aronofsky
2706,Jonathan Dayton
2706,Valerie Faris
2707,Michel Gondry
2708,Daniel Myrick
2708,Eduardo Sánchez
2709,Nicolas Winding Refn
2710,Kathryn Bigelow
2711,Marc Webb
2712,Damien Chazelle
2713,David Lynch
2714,Richard Linklater
2715,Richard Linklater
2716,Matt Ross
2717,George A. Romero
2718,Sean S. Cunningham
2719,Dennis Hopper
2720,Richard Schenkman
2721,James Ward Byrkit
2722,David Lynch
2723,Darren Aronofsky
2724,Shane Carruth
2725,Steven Soderbergh
2726,Wes Anderson
2727,Kenneth Lonergan
2728,Andrew Dominik
2729,David Lynch
2730,M. Night Shyamalan
2731,Richard Linklater
2732,Glauber Rocha
2733,Glauber Rocha
2734,Glauber Rocha
2735,Nelson Pereira dos Santos
2736,Glauber Rocha
2737,Joaquim Pedro de Andrade
2738,Nelson Pereira dos Santos
2739,Rogério Sganzerla
2740,Ruy Guerra
2741,Ruy Guerra
2742,Charles Chaplin
2743,Fritz Lang
2744,Charles Chaplin
2745,Charles Chaplin
2746,F.W. Murnau
2747,Sergei M. Eisenstein
2748,Buster Keaton
2748,Clyde Bruckman
2749,Robert Wiene
2750,F.W. Murnau
2751,Sylvain Chomet
2752,Fred C. Newmeyer
2752,Sam Taylor
2753,Carl Theodor Dreyer
2754,Charles Chaplin
2755,D.W. Griffith
2756,Louis Lumière
2756,Auguste Lumière
2757,Edwin S. Porter
2758,Buster Keaton
2759,F.W. Murnau
2760,F.W. Murnau
2761,Sergei M. Eisenstein
2761,Grigori Aleksandrov
2762,Louis Lumière
2763,D.W. Griffith
2764,Charles Chaplin
2765,Buster Keaton
2766,Paul Wegener
2766,Carl Boese
2767,Donald Crisp
2767,Buster Keaton
2768,King Vidor
2769,Benjamin Christensen
2770,Louis Lumière
2771,Raoul Walsh
2772,Sergei M. Eisenstein
2773,Fritz Lang
2774,Victor Sjöström
2775,Tod Browning
2776,Buster Keaton
2776,Charles Reisner
2777,Segundo de Chomón
2778,Charles Chaplin
2779,Abel Gance
2780,Edward Sedgwick
2780,Buster Keaton
2781,Alberto Rodríguez
2782,Montxo Armendáriz
2783,Pedro Almodóvar
2784,Eloy de la Iglesia
2785,Eloy de la Iglesia
2786,Carlos Suárez
2787,Vicente Aranda
2788,Eloy de la Iglesia
2789,Carlos Saura
2790,Miguel Albaladejo
2791,José Antonio de la Loma
2791,José Antonio de la Loma Jr.
2792,José Antonio de la Loma
2793,Eloy de la Iglesia
2794,Carlos Salado
2795,Vicente Aranda
2796,Carlos Suárez
2797,José Antonio de la Loma
2798,Eloy de la Iglesia
2799,Montxo Armendáriz
2800,Vicente Aranda
2801,Roberto Bodegas
2802,Carlos Saura
2803,Eloy de la Iglesia
2804,Manuel Gutiérrez Aragón
2805,José Antonio de la Loma
2806,Juan Vicente Córdoba
2807,Eloy de la Iglesia
2808,Julio Sánchez Valdés
2809,Francisco Lara Polop
2810,Gabriel Velázquez
2811,José Antonio de la Loma
2812,Jorge Grau
2813,Jordi Cadena
2814,Ignacio F. Iquino
2815,Gil Carretero
2816,José Antonio de la Loma
2817,Rodrigo Rodero
2818,Pedro Olea
2819,Lluisa Roca
2819,Albert Estival
2820,Roberto Bodegas
2821,José Truchado
2822,Ventura Pons
2823,Fermín Cabal
2824,Raúl Peña
2825,Ignacio F. Iquino
2826,Ramón Fernández
2827,Terry Gilliam
2828,Tod Browning
2829,Michael Gracey
2830,Daniel Knauf
2830,Rodrigo García
2830,Jeremy Podeswa
2831,Joshua Weigel
2832,Eric Darnell
2832,Conrad Vernon
2832,Tom McGrath
2833,Ryan Murphy
2833,Brad Falchuk
2833,Ryan Murphy
2834,Woody Allen
2835,Paul Weitz
2836,Edward Buzzell
2837,Cecil B. DeMille
2838,Clint Eastwood
2839,Alejandro Jodorowsky
2840,John Lasseter
2841,Gabriel Osorio Vargas
2842,Carol Reed
2843,Max Ophüls
2844,Dave McKean
2845,Edmund Goulding
2846,Henry Hathaway
2847,Luis Lucia
2848,Ingmar Bergman
2849,Andrew Adamson
2850,George Marshall
2851,Charles Walters
2852,Robert Altman
2853,Claude Zidi
2854,Victor Sjöström
2855,Federico Fellini
2856,Jacques Rivette
2857,Pierre Étaix
2858,Cody Cameron
2859,Ewald André Dupont
2860,Enrique Carreras
2861,John Rawlins
2862,Selton Mello
2863,Nunzia De Stefano
2864,Adán Aliaga
2865,Rafael Cano Méndez
2866,Jacques Tati
2867,Nick Morris
2868,Peter Chelsom
2869,Nick Park
2869,Steve Box
2870,Otmar Gutmann
2870,Marianne Noser
2870,Liz Whitaker
2871,Nick Park
2872,Nick Park
2873,Mark Osborne
2874,Richard Starzak
2874,Mark Burton
2875,Nick Park
2876,Adam Elliot
2877,Eric Fogel
2877,Eric Fogel
2877,Dave Thomas
2878,Nick Park
2879,Fernando Cortizo
2880,Jan Švankmajer
2881,Nick Park
2881,Richard Starzak
2881,Christopher Sadler
2882,Timothy Reckart
2883,Nick Park
2884,Lee Hardcastle
2885,Nick Park
2886,Lee Hardcastle
2887,David Bleiman
2887,Ken Pontac
2888,Will Becher
2888,Richard Phelan
2889,Nick Park
2890,Lee Hardcastle
2891,Samuel Ortí Martí
2892,Nick Park
2892,Peter Lord
2892,Richard Starzak
2893,René Castillo
2894,Samuel Ortí Martí
2895,Takena Nagao
2896,Adam Elliot
2897,Keith Chapman
2897,Liz Whitaker
2897,Sarah Ball
2898,Jan Švankmajer
2899,Lee Hardcastle
2900,Adam Elliot
2901,Adam Elliot
2902,Coke Riobóo
2903,Lee Hardcastle
2904,Lee Hardcastle
2905,Lee Hardcastle
2906,Lee Hardcastle
2907,Lee Hardcastle
2908,Juan Pablo Etcheverry
2909,PES
2910,Jimmy Picker
2911,Lee Hardcastle
2912,Lee Hardcastle
2913,Lee Hardcastle
2914,Jay Grace
2915,Peter Lord
2916,Dominic Sena
2917,Rob Cohen
2918,Justin Lin
2919,Edgar Wright
2920,John Singleton
2921,Steven Spielberg
2922,William Hanna
2922,Joseph Barbera
2922,Charles A. Nichols
2923,Glen A. Larson
2923,Georg Fenady
2923,Winrich Kolbe
2924,Justin Lin
2925,Justin Lin
2926,Justin Lin
2927,James Wan
2928,James Mangold
2929,John Carpenter
2930,Paul W.S. Anderson
2931,F. Gary Gray
2932,John Lasseter
2932,Brad Lewis
2933,Asif Kapadia
2934,Tony Scott
2935,Gérard Pirès
2936,Lilly Wachowski
2936,Lana Wachowski
2936,Hermanas Wachowski
2937,Angela Robinson
2938,David Leitch
2939,Scott Waugh
2940,Renny Harlin
2941,Jeremy Clarkson
2941,Andy Wilman
2941,Brian Klein
2942,Blake Edwards
2943,Brian Fee
2944,Jay Chandrasekhar
2945,Daniel Calparsoro
2946,Gordon Chan
2947,Adam McKay
2948,Jon Watts
2949,Hal Needham
2950,Francis Ford Coppola
2951,David Solomon
2951,Allan Kroeker
2951,David Straiton
2952,Roel Reiné
2953,Richard C. Sarafian
2954,Steve Shill
2955,Paul Bartel
2956,John Lasseter
2956,Dan Scanlon 
2957,Alex Cox
2958,Robert Stevenson
2959,Hiroshi Sasagawa
2959,Seitarô Hara
2959,Ippei Kuri
2960,Jeremy Rush
2961,Courtney Solomon
2962,Monte Hellman
2963,Lasse Hallström
2964,Morgan Spurlock
2965,Nacho G. Velilla
2966,Jon Favreau
2967,Nora Ephron
2968,Scott Hicks
2969,Gabriel Axel
2970,Fatih Akin
2971,Naomi Kawase
2972,Whitney Cummings
2972,Michael Patrick King
2972,Don Scardino
2973,David Pinillos
2974,Lasse Hallström
2975,Peter Greenaway
2976,Richard Linklater
2977,Daniel Cohen
2978,Sandra Nettelbeck
2979,Tassos Boulmetis
2980,Joaquín Oristrell
2981,Ang Lee
2982,Jean-Pierre Améris
2983,Marcos Jorge
2984,John Wells
2985,Marco Ferreri
2986,Manuel Gómez Pereira
2987,PES
2988,Robert Kenner
2989,Roland Joffé
2990,Fina Torres
2991,Ritesh Batra
2992,Rob McKittrick
2993,Adrienne Shelly
2994,Isabel Coixet
2995,Curro Velázquez
2995,Jesús del Cerro
2995,Jesús Colmenar
2996,Michael Winterbottom
2997,Christian Vincent
2998,Ofir Raul Graizer
2999,David Gelb
3000,Xosé Cermeño
3000,Chema Fernández
3000,Ernesto Chao
3001,Jean-Yves Pitoun
3002,Teresa Pelegri
3002,Dominic Harari
3003,PES
3004,Mark Tarlov
3005,David Gelb
3005,Clay Jeter
3005,Brian McGinn
3006,Stephanie Soechtig
3007,Jūzō Itami
3008,Alberto González Vázquez
3009,Eric Khoo
3010,John Cornell
3011,Simon Wincer
3012,Steve Miner
3013,Greg McLean
3014,Michael Katleman
3015,Andrew Traucki
3015,David Nerlich
3016,Michael Lantieri
3017,Tobe Hooper
3018,Lewis Teague
3019,Tobe Hooper
3020,Ping Lumpraploeng
3021,Griff Furst
3022,Stewart Raffill
3023,A.B. Stone
3024,Andrew Traucki
3025,Gary Jones
3026,David Flores
3027,Mary Lambert
3028,Don Michael Paul
3029,Jim Wynorski
3030,Arthur Sinclair
3031,Amir Valinia
3032,Griff Furst
3033,Darrell James Roodt
3034,James D.R. Hickox
3035,John Stainton
3036,Koji Yamamura
3037,Simon X. Rost
3038,Roy Del Ruth
3039,Clyde Geronimi
3040,Jon Hess
3041,Roman Kachanov
3042,Sergio Martino
3043,Fabrizio De Angelis
3044,Daniel Sánchez Arévalo
3045,Vadim Kurchevskiy
3046,Roman Kachanov
3047,Roman Kachanov
3048,Roman Kachanov
3049,Thibaut Chatel
3049,Jacqueline Monsigny
3050,Javier Dampierre
3051,Gaëlle Denis
3052,Keenan Smart
3053,Padraig Fagan
3054,Sompote Sands
3055,Kaspar Jancis
3056,Arch Nicholson
3057,Robert Rodriguez
3058,Kinji Fukasaku
3059,Daniel Écija
3059,Álex Pina
3059,Begoña Álvarez Rojas
3060,Fernando González Molina
3061,François Ozon
3062,Arthur Hiller
3063,Ivan Reitman
3064,Tom Shadyac
3065,John Hughes
3066,Matt Reeves
3066,J.J. Abrams
3066,Lawrence Trilling
3067,Woody Allen
3068,Francis Ford Coppola
3069,John N. Smith
3070,Gil Junger
3071,Laurent Cantet
3072,Sam Bobrick
3072,Don Barnhart
3072,Gary Shimokawa
3073,Will Gluck
3074,Todd Phillips
3075,Daniel Écija
3075,Manuel Valdivia
3075,Manuel Ríos San Martín
3076,Robert Luketic
3077,Daniel Écija
3077,Laura Belloso
3077,Juan Carlos Cueto
3078,Carlos Montero
3078,Ignacio Mercero
3078,Alejandro Bazzano
3079,Jake Kasdan
3080,Paul Germain
3080,Joe Ansolabehere
3080,Chuck Sheetz
3081,Nicholas Stoller
3082,John Huston
3083,Gillo Pontecorvo
3084,Jean-Jacques Annaud
3085,Régis Wargnier
3086,Ignacio Mercero
3086,Iñaki Peñafiel
3086,Norberto López Amado
3087,David Lean
3088,Jean Renoir
3089,Cy Endfield
3090,Raúl de la Fuente
3090,Damian Nenow
3091,Richie Smyth
3092,David Oelhoffen
3093,Zoltan Korda
3094,Carlos Saura
3095,Wayne Wang
3096,George Stevens
3097,Gillo Pontecorvo
3098,Michael Curtiz
3099,Claire Denis
3100,Guy Jenkin
3101,Henry Hathaway
3102,Basil Dearden
3102,Eliot Elisofon
3103,Douglas Hickox
3104,Ashutosh Gowariker
3105,Zoltan Korda
3106,Antonio Román
3107,Alberto Arvelo Mendoza
3108,Henry Hathaway
3109,Gurinder Chadha
3110,Chris Marker
3110,Alain Resnais
3111,Victor Saville
3112,George Cukor
3113,Bertrand Tavernier
3114,Manuel Gómez Pereira
3114,David Pinillos
3114,Eduardo Chapero-Jackson
3115,Rachid Bouchareb
3116,Xie Jin
3117,Karim Dridi
3118,Curtis Bernhardt
3119,Marguerite Duras
3120,Vincent Ward
3121,Ousmane Sembene
3122,Jean Rouch
3123,Gonzalo Tapia
3124,Laslo Benedek
3125,Terry Jones
3126,Jay Roach
3127,Terry Jones
3127,Terry Gilliam
3128,Joaquín Reyes
3128,Joaquín Reyes
3128,Helio Mira
3129,José Luis Cuerda
3130,Joaquín Reyes
3131,Javier Fesser
3132,Jim Abrahams
3132,David Zucker
3132,Jerry Zucker
3133,Stephen Hillenburg
3133,Paul Tibbitt
3133,Walt Dohrn
3134,Danny Leiner
3135,Terry Jones
3135,Terry Gilliam
3136,David Zucker
3137,Jay Roach
3138,Bill Lawrence
3138,Michael Spiller
3138,Bill Lawrence
3139,David Zucker
3140,Jay Roach
3141,Javier Ruiz Caldera
3142,David Feiss
3142,David Feiss
3142,Robert Alvarez
3143,David Zucker
3144,Woody Allen
3145,Joel Gallen
3146,Ben Stiller
3147,Niko
3148,Pendleton Ward
3148,Larry Leichliter
3148,Elizabeth Ito
3149,David Zucker
3150,Peter Segal
3151,John Francis Daley
3151,Jonathan Goldstein
3152,Mel Smith
3153,Jim Abrahams
3154,Raja Gosnell
3155,Jason Friedberg
3155,Aaron Seltzer
3156,Robert Moore
3157,Graham Chapman
3157,John Cleese
3157,Terry Gilliam
3158,Natxo del Agua
3158,Rubén Ontiveros
3159,Jason Friedberg
3159,Aaron Seltzer
3160,Steve Bendelack
3161,David Sainz
3162,Seth MacFarlane
3163,Malcolm D. Lee
3164,Jerry Paris
3165,Joe Dante
3166,Álex de la Iglesia
3167,Ruben Fleischer
3168,Robert Rodriguez
3169,Álex de la Iglesia
3170,Edgar Wright
3171,Robert Rodriguez
3172,Jim Sharman
3173,Mel Brooks
3174,Drew Goddard
3175,John Landis
3176,Tim Burton
3177,Barry Sonnenfeld
3178,Peter Jackson
3179,Sam Raimi
3180,Roger Corman
3181,Sam Raimi
3182,Ivan Reitman
3183,Joel Schumacher
3184,Joe Cornish
3185,Genndy Tartakovsky
3186,Joe Dante
3187,Jonathan Levine
3188,Taika Waititi
3188,Jemaine Clement
3189,Paul Feig
3190,Barry Sonnenfeld
3191,Chris Butler
3191,Sam Fell
3192,Rodman Flender
3193,Karyn Kusama
3194,Ronny Yu
3195,Sam Mendes
3196,Jean-Pierre Jeunet
3197,Danny Boyle
3198,James L. Brooks
3199,Peter Weir
3200,Milos Forman
3201,Sofia Coppola
3202,Billy Wilder
3203,Spike Jonze
3204,Jay Roach
3205,David O. Russell
3206,Cameron Crowe
3207,David E. Kelley
3207,Mel Damski
3207,Jonathan Pontell
3208,Jason Reitman
3209,David Serrano
3210,Peter Cattaneo
3211,Alexander Payne
3212,Alexander Payne
3213,Woody Allen
3214,Woody Allen
3215,David Frankel
3216,Paolo Sorrentino
3217,Judd Apatow
3218,Alexander Payne
3219,Tom Brady
3220,Jon Hurwitz
3220,Hayden Schlossberg
3221,Luke Greenfield
3222,Jeff Schaffer
3223,Javier Ruiz Caldera
3224,John Hughes
3225,Steve Rash
3226,Ryan Murphy
3226,Brad Falchuk
3226,Ian Brennan
3227,Bob Clark
3228,John Hughes
3229,Burr Steers
3230,Carlos Therón
3231,Ivan Reitman
3232,Paul Brickman
3233,Manuel Sanabria
3233,Carlos Villaverde
3234,Peyton Reed
3235,Miguel Ángel Lamata
3236,Joe Nussbaum
3237,Amy Heckerling
3238,Roger Kumble
3239,Ted Kotcheff
3240,Andrew Waller
3241,Olivia Wilde
3242,Charles Herman-Wurmfeld
3243,Robert Iscove
3244,Jesse Dylan
3245,Adam Rifkin
3246,Fred Wolf
3247,Quentin Tarantino
3248,David Fincher
3249,Guy Ritchie
3250,Todd Phillips
3251,Vince Gilligan
3251,Michelle MacLaren
3251,Adam Bernstein
3252,Tim Burton
3253,Iñaki Ariztimuño
3253,Alberto Caballero
3253,Laura Caballero
3254,Alejandro González Iñárritu
3255,Matthew Vaughn
3256,Damián Szifrón
3257,Guy Ritchie
3258,David Chase
3258,Timothy Van Patten
3258,John Patterson
3259,Bong Joon-ho
3260,Joel Coen
3260,Ethan Coen
3261,Pedro Almodóvar
3262,Stanley Kubrick
3263,Jean-Pierre Jeunet
3263,Marc Caro
3264,Roman Polanski
3265,Jordan Peele
