id_act,actor
7033,Richard Foo
7034,Lee Ka-Ting
7035,Ricky Liu
7036,Thomas Sin
7037,Jason Statham
7038,James Morrison
7039,Dylan Bruno
7040,Richard Steinmetz
7041,Steve Rankin
7042,Tucker Smallwood
7043,Harriet Sansom Harris
7044,Robyn Lively
7045,Thomas Ian Griffith
7046,Sean Kanan
7047,Jonathan Avildsen
7048,Christopher Paul Ford
7049,Rick Hurst
7050,Donald Gibb
7051,Leah Ayres
7052,Norman Burton
7053,Philip Chan
7054,Sean Ward
7055,Chuck Norris
7056,Huang Chung-Hsin
7057,Whang Ing-sik
7058,Paul Wei
7059,Aaliyah
7060,Isaiah Washington
7061,Russell Wong
7062,D.B. Woodside
7063,Henry O
7064,Jon Kit Lee
7065,Edoardo Ballerini
7066,Anthony Anderson
7067,Michael Learned
7068,Nancy Kwan
7069,Eric Bruskotter
7070,Wang Luoyong
7071,Lim Kay Tong
7072,Sven-Ole Thorsen
7073,Anita Mui
7074,Françoise Yip
7075,Bill Tung
7076,Marc Akerstream
7077,Emil Chow
7078,Alex To
7079,Cam Gigandet
7080,Lauren Leech
7081,Affion Crockett
7082,Ryan Watson
7083,Rachael Thompson
7084,Liu Yifei
7085,Morgan Benoit
7086,Xu Dongmei
7087,Wang Deshun
7088,XiaoLi Liu
7089,Courtney Henggeler
7090,Xolo Maridueña
7091,Tanner Buchanan
7092,Mary Mouser
7093,Jacob Bertrand
7094,Gianni Decenzo
7095,Nichole Brown
7096,Max Ryan
7097,Burt Kwouk
7098,Cyril Raffaelli
7099,Didier Azoulay
7100,John Forgeham
7101,Kasi Lemmons
7102,Chris Isaak
7103,John C. McGinley
7104,R. Lee Ermey
7105,Julie Araskog
7106,Jessica Alba
7107,Jon Abrahams
7108,Regina Hall
7109,Lochlyn Munro
7110,Cheri Oteri
7111,Dave Sheridan
7112,Marlon Wayans
7113,Anthony Perkins
7114,Janet Leigh
7115,Vera Miles
7116,John McIntire
7117,Martin Balsam
7118,Simon Oakland
7119,Patricia Hitchcock
7120,Leigh Whannell
7121,Monica Potter
7122,Dina Meyer
7123,Tobin Bell
7124,Shawnee Smith
7125,Alexandra Bokyun Chun
7126,Michael Emerson
7127,Nieves Herranz
7128,Rosa Campillo
7129,Miguel Picazo
7130,Xabier Elorriaga
7131,William Houston
7132,Giancarlo Giannini
7133,Matthew Lillard
7134,Jamie Kennedy
7135,Jamie Campbell Bower
7136,Jayne Wisener
7137,Laura Michelle Kelly
7138,Jody Halse
7139,Lee Whitlock
7140,Michael Potts
7141,Tory Kittles
7142,Alexandra Daddario
7143,Glenn Fleshler
7144,Michael C. Hall
7145,Jennifer Carpenter
7146,C.S. Lee
7147,Lauren Vélez
7148,Desmond Harrington
7149,Julie Benz
7150,Christina Robinson
7151,Preston Bailey
7152,Rachel Hurd-Wood
7153,Sara Forestier
7154,Karoline Herfurth
7155,Simon Chandler
7156,Sian Thomas
7157,Harry Guardino
7158,John Vernon
7159,Andrew Robinson
7160,John Larch
7161,Mae Mercer
7162,John Mitchum
7163,Woodrow Parfrey
7164,Vanessa Ferlito
7165,Zoe Bell
7166,Sydney Tamiia Poitier
7167,Tracie Thoms
7168,Jordan Ladd
7169,Marcy Harriell
7170,Donnie Wahlberg
7171,Franky G.
7172,Glenn Plummer
7173,Emmanuelle Vaugier
7174,Beverley Mitchell
7175,Erik Knudsen
7176,Tim Burd
7177,Juliette Lewis
7178,Rodney Dangerfield
7179,Everett Quinton
7180,Marilyn Burns
7181,Paul A. Partain
7182,Edwin Neal
7183,Jim Siedow
7184,Allen Danziger
7185,Gunnar Hansen
7186,William Vail
7187,John Dugan
7188,Teri McMinn
7189,William Creamer
7190,Arno Frisch
7191,Frank Giering
7192,Stefan Clapczynski
7193,Doris Kunstmann
7194,Lars Mikkelsen
7195,Andrew Scott
7196,Una Stubbs
7197,Louise Brealey
7198,Lara Pulver
7199,Zoe Telford
7200,Tony Goldwyn
7201,Tatyana Ali
7202,Jordan Prentice
7203,Thekla Reuten
7204,Eric Godon
7205,Catherine Hicks
7206,Chris Sarandon
7207,Alex Vincent
7208,Tommy Swerdlow
7209,Jack Colvin
7210,Mike McGlone
7211,John Benjamin Hickey
7212,Ed O'Neill
7213,Bahar Soomekh
7214,Lyriq Bent
7215,Debra McCabe
7216,Barry Flatman
7217,Mpho Koaho
7218,Roberto Álamo
7219,Luis Zahera
7220,Raúl Prieto
7221,María de Nati
7222,María Ballesteros
7223,José Luis García Pérez
7224,Rocío Muñoz-Cobo
7225,Jake Busey
7226,Rebecca De Mornay
7227,William Lee Scott
7228,Paddy Considine
7229,Kevin Eldon
7230,Chris Bauer
7231,Myra Carter
7232,Amy Morton
7233,Jenny Powell
7234,Nancy Loomis
7235,Charles Cyphers
7236,Kyle Richards
7237,John Michael Graham
7238,Brian Andrews
7239,Nick Castle
7240,Robbie Coltrane
7241,Katrin Cartlidge
7242,Glen Berry
7243,Boyd Gaines
7244,Devon Gearhart
7245,Robert Lupone
7246,Linda Moran
7247,Whitney Houston
7248,Gary Kemp
7249,Tomas Arana
7250,Betsy Russell
7251,Meagan Good
7252,Greg Bryk
7253,Carlo Rota
7254,Laura Gordon
7255,Priscilla Lane
7256,Josephine Hull
7257,Jean Adair
7258,Jack Carson
7259,Edward Everett Horton
7260,William Devane
7261,Fritz Weaver
7262,Richard Bright
7263,Allen Joseph
7264,Lou Gilbert
7265,Stephan James
7266,Carice van Houten
7267,Eli Goree
7268,Shanice Banton
7269,Jonathan Higgins
7270,Tom Courtenay
7271,James Bolam
7272,Avis Bunnage
7273,Alec McCowen
7274,Dervis Ward
7275,Joe Robinson
7276,Julia Foster
7277,Frank Finlay
7278,Topsy Jane
7279,Mariann Gavelo
7280,Elsie Fisher
7281,Martha Higareda
7282,Morgan Saylor
7283,Vincent Martella
7284,Daniel Moncada
7285,Connor Weil
7286,Diana-Maria Riva
7287,Jillian Bell
7288,Patch Darragh
7289,Michaela Watkins
7290,Utkarsh Ambudkar
7291,Lil Rel Howery
7292,Alice Lee
7293,Peter Vack
7294,Micah Stock
7295,Gene Gabriel
7296,Miriam A. Hyman
7297,Aldo Ray
7298,William Ching
7299,Jim Backus
7300,Sammy White
7301,Chuck Connors
7302,Anne Cornwall
7303,Harold Goodwin
7304,Florence Turner
7305,Grant Withers
7306,Gijs Blom
7307,Ko Zandvliet
7308,Jonas Smulders
7309,Ton Kas
7310,Stijn Taverne
7311,Myron Wouts
7312,Ferdi Stofmeel
7313,Lotte Razoux Schultz
7314,Rachelle Verdel
7315,Julia Akkermans
7316,Jeremy Sisto
7317,Billy Burke
7318,Gabriel Olds
7319,Judith Ivey
7320,Mariam Hernández
7321,Antonio Velázquez
7322,Susan Anspach
7323,Lawrence Dane
7324,Chuck Shamata
7325,Jennifer McKinney
7326,Lesleh Donaldson
7327,Gordon Clapp
7328,Tim Conway
7329,Jan-Michael Vincent
7330,Roscoe Lee Browne
7331,Dayle Haddon
7332,Billy De Wolfe
7333,Nancy Walker
7334,Danny Goldman
7335,Don Pedro Colley
7336,Vito Scotti
7337,Rick Schroder
7338,Carrie Snodgress
7339,David Anthony Marshall
7340,Thomas Mikal Ford
7341,John Linton
7342,Cyril O'Reilly
7343,Annie Dylan
7344,Bebe Drake
7345,Cho Seung-woo
7346,Lee Ki-young
7347,Baek Sung-Hyun
7348,Park Mi-suk
7349,Kim Mi-suk 
7350,Lee Sung-min
7351,Crystal Reed
7352,Ashleigh Craig
7353,Cody Hamilton
7354,Isaiah Mustafa
7355,Dan Metcalfe
7356,Derrick Kemp
7357,Preston Davis
7358,Mariah Buzolin
7359,Sarah Bolger
7360,Mariel Hemingway
7361,Patrice Donnelly
7362,Kenny Moore
7363,Jim Moody
7364,Kari Gosswiller
7365,Steve Cochran
7366,Phyllis Thaxter
7367,Dick Wesson
7368,Jack Big Head.
7369,Judit Bárdos
7370,Roman Luknár
7371,Anna Geislerová
7372,Ondrej Maly
7373,Peter Strauss
7374,Richard Lawson
7375,Roger E. Mosley
7376,Billy Green Bush
7377,Beverly Todd
7378,Farhan Akhtar
7379,Sonam Kapoor
7380,Rebecca Breeds
7381,Pavan Malhotra
7382,Yograj Singh
7383,Divya Dutta
7384,Meesha Shafi
7385,Breckin Meyer
7386,Amy Locane
7387,Laurel Holloman
7388,Brian McGovern
7389,Hélène Florent
7390,Sophie Desmarais
7391,Micheline Lanctôt
7392,Geneviève Boivin-Roussy
7393,Benoît Gouin
7394,Ève Duranceau
7395,Julianne Côté
7396,Catherine Renaud
7397,André Beaupré
7398,Antoine-Olivier Pilon
7399,Lou-Pascal Tremblay
7400,David Boutin
7401,Guillaume Gauthier
7402,Patrice Godin
7403,Hudson Leblanc
7404,Anthony Therrien
7405,Kelly Blatz
7406,Analeigh Tipton
7407,Rhys Coiro
7408,Ryan O'Neal
7409,Charles Aznavour
7410,Athol Compton
7411,John Allen
7412,Jeremy Kemp
7413,Marianne Stone
7414,Elaine Taylor
7415,Graham Rogers
7416,Stefanie Scott
7417,Thomas Cocquerel
7418,Ty Parker
7419,Rachida Brakni
7420,Cyril Descours
7421,Clémentine Célarié
7422,Sedina Balde
7423,Thierry Godard
7424,Romain Goupil
7425,Youssef Hajdi
7426,Anna Sherbinina
7427,Lance Kerwin
7428,DeAnn Mears
7429,Melissa Sue Anderson
7430,Michael Landon
7431,Walker Edmiston
7432,Bing Russell
7433,Rafer Johnson
7434,Dermott Downs
7435,Herb Vigran
7436,Santo Polimeno
7437,Gian Maria Volonté
7438,Diego Abatantuono
7439,Thérèse Liotard
7440,Giada Fiaggioli
7441,Alex Kendrick
7442,Ben Davies
7443,Priscilla Evans Shirer
7444,Elizabeth Becka
7445,Shari Rigby
7446,Myke Holmes
7447,Joseph Curtis Callender
7448,Aryn Wright-Thompson
7449,Cameron Arnett
7450,Jared Staley
7451,Nthati Moshesh
7452,Paterson Joseph
7453,Septula Sebogodi
7454,Anna-Mart van der Merwe
7455,Christopher Kubheka
7456,Gift Leotlela
7457,Jeremia Ramasita
7458,Nakedi Ribane
7459,Rasselas Lakew
7460,Dag Malmberg
7461,Ruta Gedmintas
7462,Abba Waka Dessalegn
7463,Bradley James
7464,Lenora Crichlow
7465,Jamie Howard
7466,Richie Campbell
7467,Tiana Benjamin
7468,Dominique Tipper
7469,Gerald R. Molen
7470,Jack Murdock
7471,Michel D. Roberts
7472,Ralph Seymour
7473,Kim Robillard
7474,Fernando Chien
7475,Seth Lee
7476,Michael Beasley
7477,Chi McBride
7478,Robert Stanton
7479,Miko Hughes
7480,Camryn Manheim
7481,Lindsey Ginter
7482,Kevin Conway
7483,Haviland Morris
7484,Susan Porro
7485,Mark Linn-Baker
7486,Steffany Huckaby
7487,Keir Gilchrist
7488,Brigette Lundy-Paine
7489,Amy Okuda
7490,Nik Dodani
7491,Raúl Castillo
7492,Rachel Redleaf
7493,Jenna boyd
7494,Reda Kateb
7495,Aloïse Sauvage
7496,Bryan Mialoundama
7497,Alban Ivanov
7498,Benjamin Lesieur
7499,Marco Locatelli
7500,Catherine Mouchet
7501,David Mazouz
7502,Roxana Brusso
7503,May Miyata
7504,Catherine O'Hara
7505,Melissa Farman
7506,Barry Tubb
7507,Stephanie Faracy
7508,Jenna Hughes
7509,Steve Shearer
7510,Richard Dillard
7511,Gary Cole
7512,Allen Evangelista
7513,Sheila Kelley
7514,Nate Mooney
7515,Robert Wisdom
7516,Joaquín Rapalini Olivella
7517,Ana Celentano
7518,Osvaldo Santoro
7519,Federico Barga
7520,Alan Juan Pablo Moya
7521,Juan Antonio Sánchez
7522,Titus Welliver
7523,David De Lautour
7524,Samantha Whittaker
7525,Lucile Hadzihalilovic
7526,Blandine Lenoir
7527,Frankie Pain
7528,Hélène Testud
7529,JeeJa Yanin
7530,Ammara Siripong
7531,Hiroshi Abe
7532,Pongpat Wachirabunjong
7533,Taphon Phopwandee
7534,Dechawut Chuntakaro
7535,Hiro Sano
7536,River Alexander
7537,Jessica Rothe
7538,William Stanford Davis
7539,Farrah Mackenzie
7540,Madeleine Murden
7541,Shawn Roe
7542,Matty Cardarople
7543,Linda Hamilton
7544,Ben Faulkner
7545,Zac Efron
7546,Bubba Lewis
7547,Jake Cherry
7548,Jeremy Shada
7549,Alicia Morton
7550,Lazar Ristovski
7551,Jasna Zalica
7552,Jovana Mitic
7553,"Danica Ristovski
"
7554,Slobodan Ninkovic
7555,Daniela Ramírez
7556,Matías Bassi
7557,Cristobal Tapia Montt
7558,Aida Jabolin
7559,Nicolás Durán
7560,Ignacia Allamand
7561,Cristián Carvajal
7562,Johnny Goltz
7563,David Fox
7564,Jayne Eastwood
7565,Lucas Odin Clorius
7566,Viktor Kruse Palshøj
7567,Andrea Reimer
7568,Thomas Hwan H. Andersen
7569,Vibeke Ankjær
7570,Janus Nabil Bakrawi
7571,Hans Henrik Clemensen
7572,Tilde Maja Frederiksen
7573,Nicolai Borch Kelstrup
7574,Lone Lindorff
7575,Rhys Wakefield
7576,Gemma Ward
7577,Erik Thomson
7578,Jonathan Nguyen
7579,Victoria Abril
7580,Julito de la Cruz
7581,Jaume Sorribas
7582,Consol Tura
7583,Carme Contreras
7584,Carlos Lucena
7585,Angela Schijf
7586,Fedja van Huêt
7587,Monique van de Ven
7588,Derek de Lint
7589,Daniel Verbaan
7590,Matteo van der Grijn
7591,Maartje van de Wetering
7592,Asha Menina
7593,Shiloh Strong
7594,Park Overall
7595,Michael Horse
7596,Anne Pitoniak
7597,Christian Andrén
7598,Johan Kylén
7599,Anna Bjelkerud
7600,Linda Faith
7601,Niclas Fransson
7602,Moa Malan
7603,Stina Elinderson
7604,Martin Högdahl
7605,Stig Rehncrona
7606,Daniel Presuttis
7607,Jill Hennessy
7608,D.W. Moffett
7609,Robert Harper
7610,Elaine Hendrix
7611,Michael Paul Chan
7612,Lindsay Arber
7613,Amir Arison
7614,Jon Bass
7615,Lou Taylor Pucci
7616,Kristin Bauer van Straten
7617,Al Sapienza
7618,Art Hindle
7619,Arturo Ríos
7620,Luisa Huertas
7621,Ana Graham
7622,Ari Brickman
7623,Leticia Gutiérrez
7624,Grama Hernández Erdely
7625,Jeong Woo-seong
7626,Kim Hyang-ki
7627,Lee Kyoo-hyung
7628,Ruby O. Fee
7629,Marc Schöttner
7630,Jonathan Beck
7631,Rufus Beck
7632,Vijessna Ferkic
7633,David Coglan
7634,Maddie Ziegler
7635,Leslie Odom Jr.
7636,Hector Elizondo
7637,Brandon Soo Hoo
7638,Alexandria Lee
7639,Chris Silcox
7640,Michael Blevis
7641,Rikky Wittman
7642,John Insinna
7643,Kelly Swiderski
7644,Lisa Fusco
7645,Ekaterine Demetradze
7646,Lasha Murjikneli
7647,Lili Okroshidze
7648,Lamzira Chkheidze
7649,Keso Maisuradze
7650,Konstantine Djandjagava
7651,Luka Chachibaia
7652,Ursula Strauss
7653,Andreas Kiendl
7654,Lili Epply
7655,Wolfgang Rauh
7656,Nikolai Klinkosch
7657,Hary Prinz
7658,Ana Fontán
7659,Patricia Palmer
7660,Norma Pons
7661,Dora Baret
7662,Adriana Aizemberg
7663,Juan Palomino
7664,Ezequiel Rodríguez
7665,Tupac Larriera
7666,Natalia Denegri
7667,Ana Gracia
7668,Lourdes Naharro
7669,Aida Hadzibegovic
7670,Hava Dombic
7671,Ben Piazza
7672,Susan Sennett
7673,Brad David
7674,Vince Martorano
7675,Bonnie Boland
7676,Jerry Butts
7677,Leon Charles
7678,Dolores Dorn
7679,Phyllis Major
7680,Mark Hamill
7681,David Prowse
7682,Anthony Daniels
7683,Kenny Baker
7684,Phil Brown
7685,Frank Oz
7686,Billy Dee Williams
7687,Ian McDiarmid
7688,Keir Dullea
7689,William Sylvester
7690,Daniel Richter
7691,Leonard Rossiter
7692,Robert Beatty
7693,Sean Sullivan
7694,Frank Miller
7695,Penny Brahms
7696,Hayden Christensen
7697,David Gyasi
7698,Logan Marshall-Green
7699,Emun Elliott
7700,Benedict Wong
7701,Kim Hunter
7702,Maurice Evans
7703,James Daly
7704,Linda Harrison
7705,Charles S. Dutton
7706,Paul McGann
7707,Ralph Brown
7708,Brian Glover
7709,Danny Webb
7710,Niall Buggy
7711,Kaya Scodelario
7712,Matt Berry
7713,Malcolm Stewart
7714,Dominique McElligott
7715,Robin Chalk
7716,Zachary Quinto
7717,Leonard Nimoy
7718,Francesca Annis
7719,Sting
7720,Virginia Madsen
7721,Kelly Marie Tran
7722,Kim Delaney
7723,Tracy Waterhouse
7724,Joonas Suotamo
7725,Julee Cerda
7726,Kara Flowers
7727,Conor Brophy
7728,Katherine Waterston
7729,Carmen Ejogo
7730,Jussie Smollett
7731,Amy Seimetz
7732,Callie Hernandez
7733,Benjamin Rigby
7734,Ruth Negga
7735,John Finn
7736,Kayla Adams
7737,Bayardo De Murguia
7738,Bobby Nish
7739,Troy Garity
7740,Ryan Reynolds
7741,Ariyon Bakare
7742,Olga Dykhovichnaya
7743,Donald Glover
7744,Phoebe Waller-Bridge
7745,Warwick Davis
7746,Clint Howard
7747,Bleuette Bernon
7748,Henri Delannoy
7749,Jeanne d'Alcy
7750,DeForest Kelley
7751,Persis Khambatta
7752,James Doohan
7753,George Takei
7754,Nichelle Nichols
7755,Majel Barrett
7756,Walter Koenig
7757,Frances Sternhagen
7758,James B. Sikking
7759,Clarke Peters
7760,Pat Starr
7761,John Ratzenberger
7762,Hal Galili
7763,Barbara Babcock
7764,John Candy
7765,Rick Moranis
7766,Daphne Zuniga
7767,Dick Van Patten
7768,Joan Rivers
7769,Nathan Fillion
7770,Summer Glau
7771,Morena Baccarin
7772,Adam Baldwin
7773,Jewel Staite
7774,Sean Maher
7775,Ron Glass
7776,Doona Bae
7777,Jo Osmond
7778,Vanessa Kirby
7779,Christina Cole
7780,Spencer Wilding
7781,Claire Foy
7782,Grace Lee Whitney
7783,Peter Marinker
7784,Jack Noseworthy
7785,Richard T. Jones
7786,Holley Chant
7787,Donatas Banionis
7788,Natalya Bondarchuk
7789,Yuri Jarvet
7790,Vladislav Dvorzhetsky
7791,Anatoly Solonitsyn
7792,Cara Delevingne
7793,Rihanna
7794,Kris Wu
7795,Emilie Livingston
7796,Aurelien Gaya
7797,Antje Traue
7798,Cung Le
7799,Norman Reedus
7800,Niels-Bruno Schmidt
7801,Yangzom Brauen
7802,Eddie Rouse
7803,Andre Hennicke
7804,Edward James Olmos
7805,Jamie Bamber
7806,Katee Sackhoff
7807,James Callis
7808,Tricia Helfer
7809,Grace Park
7810,Michael Hogan
7811,Aaron Douglas
7812,Tahmoh Penikett
7813,Lee Arenberg
7814,Jeanne Tripplehorn
7815,Gerard Murphy
7816,R.D. Call
7817,Chaim Girafi
7818,Zitto Kazann
7819,Lee Ingleby
7820,Robert Pugh
7821,Edward Woodall
7822,Ian Mercer
7823,Billy Boyd
7824,Marga Gómez
7825,Bernard Hocke
7826,James Pickens Jr.
7827,Michael Keys Hall
7828,Jimmie Ray Weeks
7829,John Bedford Lloyd
7830,Todd Graff
7831,Kidd Brewer Jr.
7832,Adam Nelson
7833,Robert J. Wilke
7834,Carleton Young
7835,Ted de Corsia
7836,Ted Cooper
7837,Percy Helton
7838,J.M. Kerrigan
7839,Adam Brown
7840,Bud Cort
7841,Ben Barnes
7842,Skandar Keynes
7843,Georgie Henley
7844,William Moseley
7845,Anna Popplewell
7846,Will Poulter
7847,Jacinda Barrett
7848,Kevin Dillon
7849,Mike Vogel
7850,Benjamin Walker
7851,Taylor Kitsch
7852,Brooklyn Decker
7853,Tadanobu Asano
7854,Peter MacNicol
7855,John Tui
7856,Sela Ward
7857,Melissa Sagemiller
7858,Omari Hardwick
7859,Bonnie Bramlett
7860,Sedona Legge
7861,Janelle Bailey
7862,Angelo Lozano Corzo
7863,José Manuel Trujillo Salas
7864,Diego Espejel
7865,Pablo Calva
7866,Eva Bartok
7867,Torin Thatcher
7868,Leslie Bradley
7869,Noel Purcell
7870,Margot Grahame
7871,Rod Mullinar
7872,Joshua Tilden
7873,George Shevtsov
7874,Michael Long
7875,Lisa Collins
7876,Manuela Velasco
7877,Héctor Colomé
7878,Mariano Venancio
7879,Paco Manzanedo
7880,Emilio Buale
7881,Ismael Fritschi
7882,María Alfonsa Rosso
7883,Carlos Zabala
7884,Khaled Kouka
7885,Gregory Peck
7886,Bernard Miles
7887,Edric Connor
7888,Errol Flynn
7889,Olivia de Havilland
7890,Lionel Atwill
7891,Ross Alexander
7892,Guy Kibbee
7893,Henry Stephenson
7894,Hobart Cavanaugh
7895,Blanca Suárez
7896,Juanjo Artero
7897,Neus Sanz
7898,Ivan Massagué
7899,Juan Pablo Shuk
7900,Irene Montalà
7901,Patricia Arbues
7902,Pål Sverre Hagen
7903,Anders Baasmo Christiansen
7904,Odd Magnus Williamson
7905,Tobias Santelmann
7906,Jakob Oftebro
7907,Agnes Kittelsen
7908,Eleanor Burke
7909,Freddie Bartholomew
7910,Lionel Barrymore
7911,Melvyn Douglas
7912,Mickey Rooney
7913,Dennis O'Keefe
7914,David Hasselhoff
7915,Tarita
7916,Percy Herbert
7917,Carol Lynley
7918,Leslie Nielsen
7919,Shelley Winters
7920,Stella Stevens
7921,Pamela Sue Martin
7922,David Lascher
7923,Ethan Embry
7924,Scott Wolf
7925,Eric Michael Cole
7926,Jason Marsden
7927,Balthazar Getty
7928,Chris Johnson
7929,Yani Gellman
7930,Santiago Alejandro Segura
7931,Mayra Juarez
7932,Axel Mansilla
7933,Gavin MacLeod
7934,Bernie Kopell
7935,Fred Grandy
7936,Ted Lange
7937,Lauren Tewes
7938,Jill Whelan
7939,Pat Klous
7940,Ted McGinley
7941,Debbie Bartlett
7942,Teri Hatcher
7943,Jean Reno
7944,Rosanna Arquette
7945,Jean Bouise
7946,Paul Shenar
7947,Sergio Castellitto
7948,Valentina Vargas
7949,Brenda Marshall
7950,Donald Crisp
7951,Una O'Connor
7952,Gilbert Roland
7953,Alan Hale
7954,James Stephenson
7955,T.J. Miller
7956,Jessica Henwick
7957,Mamoudou Athie
7958,Gunner Wright
7959,Andrea King
7960,Carl Esmond
7961,Eugenie Leontovich
7962,Famke Janssen
7963,George Sanders
7964,Joan Greenwood
7965,Viveca Lindfors
7966,Jon Whiteley
7967,Melville Cooper
7968,Jack Elam
7969,Ian Wolfe
7970,Dan Seymour
7971,Sandy Baron
7972,Dolores Sage
7973,Lynne Perrie
7974,Freddie Fletcher
7975,Colin Welland
7976,Bob Bowes
7977,Cheech Marin
7978,Jay Mohr
7979,Buddy Hackett
7980,Hallie Kate Eisenberg
7981,Trini Alvarado
7982,Laura Harrington
7983,Rick Lens
7984,Loek Peters
7985,Susan Radder
7986,Cahit Ölmez
7987,Ricky Koole
7988,Paul Hamy
7989,Xelo Cagiao
7990,Joao Pedro Rodrigues
7991,Han Wen
7992,Chan Suan
7993,Juliane Elting
7994,Louis Vazquez
7995,Lilou Fogli
7996,Philippe Magnan
7997,Ariane Pirié
7998,Gregori Baquet
7999,Manuel Camacho
8000,Eva Kuen
8001,Philip Ahn
8002,Richard Crenna
8003,James Franciscus
8004,Kelly Harmon
8005,David Ladd
8006,Brad Johnson
8007,Chelsea Field
8008,James Naughton
8009,Stephanie Milford
8010,Richard K. Olsen
8011,Megan Gallacher
8012,Jack Riel
8013,Alan Bagh
8014,Whitney Moore
8015,Janae Caster
8016,Colton Osborne
8017,Adam Sessa
8018,Catherine Batcha
8019,Patsy van Ettinger
8020,Rick Camp
8021,Stephen Gustavson
8022,Zoya Skya
8023,Crista Alfaiate
8024,Bernardo Alves
8025,Chico Chapas
8026,Carloto Cotta
8027,Jing Jing Guo
8028,Quitério
8029,Américo Silva
8030,Louison Tresallet
8031,Gonçalo Waddington
8032,Sean Patrick Flanery
8033,Kristin Booth
8034,John Ralston
8035,Michelle Duquet
8036,Ashley Newbrough
8037,Nikos Zoiopoulos
8038,Panagiotis Bougiouris
8039,Terry O'Quinn
8040,Josh Holloway
8041,Jorge Garcia
8042,Kim Yoon-jin
8043,Daniel Dae Kim
8044,Dominic Monaghan
8045,Robert Hays
8046,Julie Hagerty
8047,Peter Graves
8048,Lorna Patterson
8049,Kareem Abdul-Jabbar
8050,Stephen Stucker
8051,Lee Bryant
8052,John Stockwell
8053,Rick Rossovich
8054,Devon Sawa
8055,Ali Larter
8056,Kristen Cloke
8057,Daniel Roebuck
8058,Roger Guenveur Smith
8059,Chad Donella
8060,Amanda Detmer
8061,Tony Todd
8062,Rachel Ticotin
8063,Angela Featherstone
8064,Dean Stockwell
8065,Paul Guilfoyle
8066,Emilie de Ravin
8067,Maggie Grace
8068,Miguel Ángel Silvestre
8069,Anna Gunn
8070,Autumn Reeser
8071,Sam Huntington
8072,Jerry Ferrara
8073,Jeff Kober
8074,Erika Christensen
8075,Marlene Lawston
8076,Kate Beahan
8077,Michael Irby
8078,Assaf Cohen
8079,Jon Cryer
8080,William O'Leary
8081,Efrem Zimbalist Jr.
8082,Bill Irwin
8083,Kristy Swanson
8084,Scoot McNairy
8085,Nate Parker
8086,Omar Metwally
8087,Nathan Phillips
8088,Rachel Blanchard
8089,Byron Lawson
8090,Julianna Margulies
8091,Gerard Plunkett
8092,David Koechner
8093,Bai Ling
8094,Trevor Baxter
8095,Omid Djalili
8096,Julian Curry
8097,Jayma Mays
8098,Laura Johnson
8099,Jack Scalia
8100,Mary Kathleen Gordon
8101,Colby Donaldson
8102,Robert Pine
8103,Terry Press
8104,Chad Everett
8105,Sonny Bono
8106,Raymond Burr
8107,Wesley Snipes
8108,Elizabeth Hurley
8109,Alex Datcher
8110,Robert Hooks
8111,Álex García
8112,Verónica Echegui
8113,Ajay Jethi
8114,Ed Skrein
8115,Nick Jonas
8116,Darren Criss
8117,Luke Kleintank
8118,Ian Bliss
8119,Wentworth Miller
8120,Ebon Moss-Bachrach
8121,Caroline de Souza Correa
8122,Joe Morton
8123,Vicki Lewis
8124,Jerry Grayson
8125,Michael Willis
8126,Steven Seagal
8127,Halle Berry
8128,Jean Arthur
8129,Rita Hayworth
8130,Thomas Mitchell
8131,Richard Barthelmess
8132,Victor Kilian
8133,Allyn Joslyn
8134,Sig Ruman
8135,Noah Beery Jr.
8136,John Carroll
8137,Martin Henderson
8138,Philip Winchester
8139,Abdul Salis
8140,Jennifer Decker
8141,Tyler Labine
8142,David Ellison
8143,Mac McDonald
8144,Barbara Hershey
8145,Pamela Reed
8146,Kim Stanley
8147,David Clennon
8148,Joey Bishop
8149,Lainie Kazan
8150,Hanna Schygulla
8151,Susan Strasberg
8152,Mel Gibson
8153,David Marshall Grant
8154,Lane Smith
8155,Ken Jenkins
8156,Yancy Butler
8157,Corin Nemec
8158,Kyle Secor
8159,Malcolm-Jamal Warner
8160,Kimberly Scott
8161,Dean Martin
8162,Jean Seberg
8163,Helen Hayes
8164,Van Heflin
8165,Barry Nelson
8166,Dana Wynter
8167,William Cuddy
8168,D.B. Sweeney
8169,Harry Connick Jr.
8170,Jane Horrocks
8171,Henry Fonda
8172,Toshirô Mifune
8173,Cliff Robertson
8174,Robert Webber
8175,Jason Gedrick
8176,Tim Thomerson
8177,Larry B. Scott
8178,Caroline Lagerfelt
8179,Jerry Levine
8180,Robbie Rist
8181,Robert Jayne
8182,Heidi Kling
8183,Kevin Zegers
8184,Bill Kelly
8185,Hannah Ware
8186,Glenn Morshower
8187,Mariana Klaveno
8188,Mo McRae
8189,Theresa Cook
8190,Karen Black
8191,Gloria Swanson
8192,Linda Blair
8193,Dana Andrews
8194,Myrna Loy
8195,Aylin Tezel
8196,Max Schimmelpfennig
8197,Aurélie Thépaut
8198,Christian Skibinski
8199,Denis Schmidt
8200,Nino Porzio
8201,Omid Memar
8202,Carlo Kitzlinger
8203,Anna Suk
8204,Stefano Cassetti
8205,Mehmet Kurtulus
8206,Jan Bijvoet
8207,Pauline Etienne
8208,Laurent Capelluto
8209,Astrid Whettnall
